state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,day_minutes,day_calls,day_charge,eve_minutes,eve_calls,eve_charge,night_minutes,night_calls,night_charge,intl_minutes,intl_calls,intl_charge,customer_service_calls,churn,total_minutes_domestic,total_minutes_all,total_charge_domestic,total_charge_all,total_calls_domestic,total_calls_all,customer_satisfaction
WI,69,510,1,0,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2,1,699.5,707.9,76.4,78.67,299,309,0.6472491909385114
VT,95,510,1,1,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,1,471.3,481.6,46.349999999999994,49.129999999999995,219,228,2.1929824561403506
CT,31,415,0,1,31,100.1,54,17.02,246.3,97,20.94,255.0,131,11.48,5.9,3,1.59,0,0,601.4,607.3,49.44,51.03,282,285,0.0
OK,121,408,0,1,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4,0,639.4,649.5,66.64,69.37,265,270,1.4814814814814816
AK,111,415,0,0,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,1,514.7,522.6,52.089999999999996,54.22,270,273,1.465201465201465
NY,157,415,0,0,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,0,541.8,553.3,60.480000000000004,63.59,328,330,0.6060606060606061
GA,44,510,0,0,0,288.1,112,48.98,258.0,92,21.93,192.4,90,8.66,10.2,4,2.75,3,1,738.5,748.7,79.57,82.32,294,298,1.006711409395973
UT,61,510,1,0,0,78.2,103,13.29,195.9,149,16.65,108.0,100,4.86,10.1,6,2.73,2,0,382.1,392.20000000000005,34.8,37.529999999999994,352,358,0.5586592178770949
NM,65,415,0,0,0,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,12.7,6,3.43,2,0,557.2,569.9000000000001,54.03,57.46,281,287,0.6968641114982579
NE,74,415,0,1,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,0,490.0,503.1,51.169999999999995,54.709999999999994,262,264,0.7575757575757576
NJ,123,408,0,0,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12.0,4,3.24,0,0,690.2,702.2,63.15,66.39,289,293,0.0
TX,58,408,0,1,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,0,644.8,654.3,61.88,64.45,291,293,0.3412969283276451
MT,74,408,0,0,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,1,682.8,691.0999999999999,62.53,64.77,313,318,0.628930817610063
CO,125,415,0,0,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,0,576.7,584.4000000000001,47.9,49.98,316,322,0.6211180124223602
VT,80,415,0,0,0,160.6,103,27.3,237.0,109,20.15,245.1,88,11.03,10.7,1,2.89,1,0,642.7,653.4000000000001,58.480000000000004,61.370000000000005,300,301,0.33222591362126247
RI,53,408,0,1,18,146.8,107,24.96,310.0,84,26.35,178.7,130,8.04,7.2,7,1.94,0,0,635.5,642.7,59.35,61.29,321,328,0.0
WY,99,408,0,1,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,0,637.5999999999999,646.6999999999999,64.35,66.80999999999999,306,311,0.3215434083601286
ID,99,415,0,0,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,0,474.7,485.59999999999997,43.5,46.44,295,300,0.33333333333333337
CT,66,415,0,1,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,8.0,1,2.16,2,0,718.3,726.3,71.3,73.46,307,308,0.6493506493506493
ME,97,510,0,0,0,211.0,76,35.87,189.0,100,16.07,123.0,102,5.54,4.7,4,1.27,3,0,523.0,527.7,57.48,58.75,278,282,1.0638297872340425
AZ,75,510,0,1,37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,0,641.5999999999999,652.8999999999999,54.92,57.97,304,309,0.6472491909385114
MD,85,510,1,0,0,216.0,73,36.72,188.2,117,16.0,147.1,98,6.62,3.6,7,0.97,2,0,551.3,554.9,59.339999999999996,60.309999999999995,288,295,0.6779661016949152
IN,108,510,0,0,0,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2,0,597.5,607.5,69.94,72.64,276,282,0.7092198581560284
NC,133,408,1,1,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,1,654.9,670.3,67.71,71.86999999999999,344,348,0.5747126436781609
DE,51,510,0,0,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,0,565.5999999999999,575.8999999999999,56.019999999999996,58.8,314,316,0.31645569620253167
MN,186,415,0,1,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,0,547.9000000000001,562.4000000000001,41.03,44.95,313,316,0.6329113924050633
WI,44,415,1,0,0,62.3,92,10.59,275.0,82,23.38,138.7,108,6.24,10.8,3,2.92,1,0,476.0,486.8,40.21,43.13,282,285,0.3508771929824561
FL,64,408,0,1,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9.0,1,2.43,3,0,644.2,653.2,67.5,69.93,321,322,0.9316770186335404
WV,44,510,0,0,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2,1,784.4000000000001,794.3000000000001,74.87,77.54,277,282,0.7092198581560284
SD,114,415,0,1,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,0,693.7,707.9000000000001,77.97000000000001,81.80000000000001,284,286,0.34965034965034963
FL,92,415,0,0,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,0,646.2,659.9000000000001,63.39,67.09,273,279,1.0752688172043012
OR,110,408,0,0,0,149.8,112,25.47,180.0,93,15.3,140.0,119,6.3,11.7,4,3.16,2,0,469.8,481.5,47.06999999999999,50.22999999999999,324,328,0.6097560975609756
CO,90,408,0,1,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,0,557.6,565.3000000000001,57.25,59.33,295,298,0.33557046979865773
CT,72,408,0,1,21,186.7,108,31.74,335.0,86,28.48,187.2,119,8.42,16.5,4,4.46,1,0,708.9000000000001,725.4000000000001,68.64,73.1,313,317,0.31545741324921134
IN,113,415,0,0,0,209.4,151,35.6,347.3,113,29.52,246.0,116,11.07,7.4,2,2.0,1,1,802.7,810.1,76.19,78.19,380,382,0.2617801047120419
PA,171,415,0,1,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,0,557.2,567.4000000000001,60.3,63.05,285,288,1.0416666666666665
NM,104,415,0,0,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,0,488.5,499.2,48.720000000000006,51.61000000000001,316,324,0.30864197530864196
ME,165,408,0,0,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,0,655.2,665.5,56.019999999999996,58.8,261,263,0.38022813688212925
SD,104,510,0,0,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,1,711.1999999999999,720.9999999999999,73.0,75.65,299,305,0.0
AR,110,408,0,0,0,55.3,102,9.4,164.7,124,14.0,200.7,108,9.03,10.2,5,2.75,1,0,420.7,430.9,32.43,35.18,334,339,0.2949852507374631
TX,90,408,1,0,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,0,641.4000000000001,649.8000000000001,64.74000000000001,67.01,385,389,0.2570694087403599
NH,114,415,0,0,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2.0,1,0,407.8,415.2,41.91,43.91,295,303,0.33003300330033003
OK,101,408,0,0,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,1,519.9,533.4,45.01,48.66,290,301,1.6611295681063125
WI,117,408,0,1,14,80.2,81,13.63,219.0,103,18.62,122.6,102,5.52,8.6,2,2.32,1,0,421.79999999999995,430.4,37.769999999999996,40.089999999999996,286,288,0.3472222222222222
AL,109,408,0,0,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,0,677.4,688.6999999999999,69.84,72.89,302,306,0.6535947712418301
PA,82,408,0,0,0,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1,0,516.4,529.3,47.26,50.739999999999995,336,338,0.2958579881656805
OK,92,510,0,0,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,0,476.90000000000003,486.50000000000006,47.23,49.81999999999999,317,318,0.628930817610063
ME,82,510,0,1,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,0,630.5999999999999,640.0999999999999,64.44,67.00999999999999,340,345,0.5797101449275363
WV,90,415,0,0,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,0,637.3,649.8,60.87,64.25,325,331,0.6042296072507553
HI,87,408,0,1,28,151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0.0,0,0.0,1,0,553.9,553.9,49.94,49.94,301,301,0.33222591362126247
MN,124,510,0,0,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,0,481.6,491.20000000000005,46.59,49.18000000000001,247,251,1.1952191235059761
NY,39,408,0,0,0,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,2,0,498.3,507.40000000000003,46.58,49.04,277,282,0.7092198581560284
AZ,84,415,0,0,0,159.0,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,0,494.5,506.8,48.839999999999996,52.16,309,314,0.3184713375796179
OH,75,510,0,1,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,0,661.8,671.0,64.59,67.07000000000001,299,305,0.0
MI,102,510,0,0,0,102.6,89,17.44,246.0,77,20.91,170.5,140,7.67,9.1,4,2.46,2,0,519.1,528.2,46.02,48.480000000000004,306,310,0.6451612903225806
MA,62,415,1,0,0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,1,478.79999999999995,492.69999999999993,49.41,53.16,267,273,0.0
WV,143,510,0,0,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,0,512.5,517.1,55.05,56.29,284,288,0.3472222222222222
MI,53,415,0,0,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,0,567.3,578.9,43.34,46.470000000000006,354,360,0.8333333333333334
NM,30,415,0,0,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,0,564.8,576.1999999999999,55.66,58.739999999999995,355,362,0.2762430939226519
MO,112,415,0,0,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,8,3.43,2,1,813.0,825.7,87.03,90.46000000000001,318,326,0.6134969325153374
RI,129,415,0,0,0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,0,558.2,571.3000000000001,54.13,57.67,321,329,0.0
NC,63,415,0,1,29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1,0,501.1,507.70000000000005,45.08,46.86,254,262,0.38167938931297707
WY,28,415,0,0,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,0,645.2,655.8000000000001,62.46,65.32000000000001,304,309,0.0
WY,111,415,0,0,0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3,0,570.9,579.6,54.42,56.77,254,257,1.1673151750972763
PA,91,510,0,0,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3,0,651.5999999999999,663.1999999999999,64.32,67.44999999999999,355,362,0.8287292817679558
KY,90,415,0,0,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,3,3.43,1,0,646.9,659.6,59.5,62.93,222,225,0.4444444444444444
OR,151,510,0,0,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,0,585.5,593.2,55.24,57.32,367,373,1.0723860589812333
NV,105,415,1,1,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,1,628.9,642.1,64.59,68.15,292,298,0.33557046979865773
DC,41,408,0,1,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,2,0,650.8000000000001,658.1,68.14,70.11,325,326,0.6134969325153374
UT,48,510,0,1,43,172.0,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,5,2.16,1,0,605.3,613.3,56.75,58.91,271,276,0.36231884057971014
WA,166,408,1,1,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,0,701.5999999999999,710.3999999999999,58.56999999999999,60.949999999999996,381,388,0.5154639175257731
FL,79,510,0,0,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14.0,6,3.78,3,0,615.9,629.9,55.629999999999995,59.41,380,386,0.7772020725388601
VA,153,510,0,0,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,0,492.8,504.40000000000003,52.79,55.92,300,306,0.32679738562091504
KS,110,415,1,0,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,1,748.7,763.2,77.89,81.81,260,264,0.0
KS,163,415,0,0,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,0,653.6,666.4,61.08,64.53999999999999,297,301,0.33222591362126247
DC,126,510,0,0,0,122.4,88,20.81,143.8,111,12.22,157.0,106,7.07,11.5,3,3.11,1,0,423.20000000000005,434.70000000000005,40.1,43.21,305,308,0.3246753246753247
ME,105,408,0,1,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,3,2.86,2,0,477.5,488.1,53.56,56.42,339,342,0.5847953216374269
LA,172,415,0,0,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,0,626.6,633.7,61.019999999999996,62.94,307,308,0.974025974025974
DC,126,415,0,0,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,0,631.2,636.3000000000001,57.4,58.78,313,315,0.0
TX,97,510,0,0,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,0,515.5,529.3,50.29,54.019999999999996,300,304,0.9868421052631579
NJ,95,408,1,1,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,1,610.6,614.7,62.41,63.519999999999996,290,292,0.0
DE,87,510,0,0,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2.0,4,0,666.3,673.6999999999999,68.42999999999999,70.42999999999999,287,289,1.384083044982699
VT,97,415,0,0,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,0,482.5,489.0,44.5,46.26,304,309,0.3236245954692557
GA,76,415,0,0,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,1,736.9000000000001,750.6000000000001,79.67,83.37,351,355,0.0
TX,140,408,0,0,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,0,590.8000000000001,604.7,57.78,61.53,299,303,0.0
MT,169,415,0,0,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,2,2.57,0,0,524.4,533.9,45.4,47.97,276,278,0.0
ND,68,408,0,1,22,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,4.8,4,1.3,3,0,552.4,557.1999999999999,46.77,48.07,305,309,0.9708737864077669
NJ,122,415,0,1,34,146.4,104,24.89,89.7,103,7.62,220.0,91,9.9,15.6,4,4.21,2,0,456.1,471.70000000000005,42.41,46.62,298,302,0.6622516556291391
MO,36,408,0,0,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,0,708.8,719.5999999999999,63.11,66.03,318,324,0.6172839506172839
CO,120,510,0,1,27,153.5,84,26.1,194.0,73,16.49,256.5,94,11.54,10.2,7,2.75,5,0,604.0,614.2,54.13,56.88,251,258,1.937984496124031
KS,121,408,0,0,0,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,15,2.48,1,0,517.0,526.2,50.0,52.48,354,369,0.27100271002710025
NC,64,408,0,1,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,0,545.0,552.5,52.14,54.17,316,319,0.0
MT,13,415,0,1,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,0,672.2,685.1,69.32000000000001,72.80000000000001,306,307,0.32573289902280134
DE,106,415,0,0,0,128.6,83,21.86,134.0,114,11.39,210.6,113,9.48,11.4,2,3.08,0,0,473.20000000000005,484.6,42.730000000000004,45.81,310,312,0.0
ND,88,415,0,0,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,0,541.2,549.1,51.49,53.620000000000005,295,299,0.6688963210702341
VA,74,408,0,0,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,0,572.3,582.0999999999999,54.35,57.0,328,331,0.3021148036253776
IL,83,415,0,0,0,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,11.0,13,2.97,0,0,586.1,597.1,59.17,62.14,267,280,0.0
OK,49,415,0,0,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,0,718.7,734.3000000000001,69.67,73.88,300,307,0.0
CO,111,510,0,1,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14.0,4,3.78,1,0,640.7,654.7,63.3,67.08,308,312,0.3205128205128205
MT,50,415,0,1,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,0,589.2,597.7,65.24,67.53999999999999,357,361,0.8310249307479225
WV,153,408,0,1,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,0,633.8,649.1999999999999,67.08,71.24,214,223,0.0
ME,88,415,0,0,0,192.0,91,32.64,127.6,127,10.85,155.6,125,7.0,7.5,5,2.03,1,0,475.20000000000005,482.70000000000005,50.49,52.52,343,348,0.28735632183908044
WI,131,415,0,1,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,0,275.2,284.3,25.08,27.54,352,356,0.0
MO,79,408,0,0,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6.0,3,1.62,3,1,729.0,735.0,73.94,75.56,228,231,1.2987012987012987
NY,140,415,0,0,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,0,595.8,607.3,66.53999999999999,69.64999999999999,322,326,0.6134969325153374
CT,105,408,0,0,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,0,598.0,607.5,61.790000000000006,64.36,245,251,0.398406374501992
AR,54,415,0,1,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,0,533.9,543.1,54.99,57.47,335,336,0.8928571428571428
WY,87,415,0,1,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,0,575.3000000000001,583.8000000000001,63.0,65.3,289,292,1.0273972602739725
CA,96,510,0,1,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,0,559.0,569.5,55.9,58.739999999999995,325,330,0.30303030303030304
CA,79,510,0,0,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,1,583.2,592.6,53.71,56.25,263,273,1.8315018315018317
MN,55,415,0,0,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,0,626.9,636.1999999999999,56.63,59.14,320,324,0.0
AK,130,415,0,0,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,0,487.70000000000005,497.00000000000006,56.379999999999995,58.88999999999999,304,306,0.6535947712418301
VA,34,415,0,0,0,151.0,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,0,469.0,478.9,45.24,47.910000000000004,289,296,0.0
CO,139,415,0,0,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,0,437.5,445.8,43.53,45.77,266,268,0.3731343283582089
MT,109,408,0,0,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1,1,767.1,776.6,79.81,82.38,275,284,0.35211267605633806
SD,65,408,0,1,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,0,659.8,671.8,71.06,74.3,252,256,0.390625
NE,63,415,0,0,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,0,708.0999999999999,720.3999999999999,67.75999999999999,71.07999999999998,231,233,0.0
VT,152,415,0,0,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2.0,3,0,405.29999999999995,412.69999999999993,48.08,50.08,302,306,0.9803921568627451
ND,147,408,0,0,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,0,612.6,620.4,59.9,62.01,307,311,0.3215434083601286
GA,112,415,0,1,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,0,672.5999999999999,681.8,62.12,64.6,374,378,0.5291005291005291
OR,120,415,0,0,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,0,554.0,563.6,62.44,65.03,322,323,0.6191950464396285
MT,27,510,0,0,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,0,448.6,457.8,49.18,51.66,330,333,0.0
WY,171,415,0,0,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,0,626.8,639.0999999999999,64.64999999999999,67.96999999999998,333,334,0.29940119760479045
GA,101,415,0,1,33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0,0,594.1,609.6,59.31,63.5,320,324,0.0
WV,32,408,0,1,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,0,711.8,728.0999999999999,74.67,79.07000000000001,314,318,0.3144654088050315
CT,3,415,0,1,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,0,443.5,455.4,43.589999999999996,46.8,331,337,0.5934718100890208
IL,151,408,0,0,0,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0,0,479.8,491.6,49.28,52.47,281,286,0.0
CO,60,408,0,0,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,0,585.2,596.4000000000001,51.93,54.95,240,243,1.2345679012345678
DE,119,415,0,0,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,0,606.1,613.6,58.37,60.4,248,263,0.38022813688212925
LA,43,415,0,0,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,3,1.59,1,0,636.1,642.0,64.03999999999999,65.63,326,329,0.303951367781155
MA,42,408,0,0,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,0,509.9,520.5,57.75,60.61,339,343,0.0
IN,84,408,0,0,0,217.1,99,36.91,236.0,68,20.06,118.3,120,5.32,9.4,4,2.54,1,0,571.4,580.8,62.29,64.83,287,291,0.3436426116838488
NY,65,510,0,0,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,0,555.1,564.0,56.65,59.05,324,328,0.0
TX,75,415,1,0,0,222.4,78,37.81,327.0,111,27.8,208.0,104,9.36,8.7,9,2.35,1,1,757.4,766.1,74.97,77.32,293,302,0.33112582781456956
KS,116,510,0,0,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,0,585.1,598.2,57.60999999999999,61.14999999999999,291,293,0.3412969283276451
WV,107,415,0,0,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,0,537.6,546.9,45.91,48.419999999999995,264,269,0.0
NE,189,415,0,1,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,11.4,3,3.08,3,0,530.2,541.6,61.97,65.05,305,308,0.974025974025974
ND,123,408,0,0,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,0,603.1,609.6,56.7,58.46,333,334,0.29940119760479045
AK,110,408,0,0,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3.0,3,0,537.8,548.9,46.05,49.05,240,248,1.2096774193548387
CO,63,415,0,1,32,30.9,113,5.25,187.0,113,15.9,230.8,101,10.39,8.6,7,2.32,1,0,448.70000000000005,457.30000000000007,31.54,33.86,327,334,0.29940119760479045
ME,176,415,0,0,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,0,592.0,602.1,63.11,65.84,287,289,1.0380622837370241
SC,108,510,0,0,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,0,603.4,616.0,58.56999999999999,61.96999999999999,334,342,0.29239766081871343
MN,13,510,0,1,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,0,784.6,796.7,83.11,86.38,299,302,0.9933774834437087
CO,71,415,0,0,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1,0,536.2,544.4000000000001,64.08999999999999,66.29999999999998,326,328,0.3048780487804878
KS,88,415,0,0,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,0,621.6,636.5,59.59,63.61,323,326,0.6134969325153374
MS,137,510,0,0,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,0,512.7,522.9000000000001,49.17999999999999,51.92999999999999,315,319,0.3134796238244514
NE,82,408,0,0,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4,0,654.4,660.1,63.730000000000004,65.27000000000001,274,281,1.4234875444839856
NJ,92,510,0,1,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,4,2.16,3,0,598.8,606.8,53.91,56.06999999999999,332,336,0.8928571428571428
WI,165,510,0,0,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,0,611.6,622.5,57.54,60.48,298,302,1.9867549668874174
MT,96,415,0,0,0,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,0,423.29999999999995,434.9,35.47,38.6,321,330,0.30303030303030304
AR,156,415,0,0,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,0,526.4000000000001,533.9000000000001,53.17,55.2,268,271,0.36900369003690037
WA,63,408,0,0,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,0,629.5,638.6,57.94,60.4,251,255,0.0
NH,37,415,0,0,0,206.0,89,35.02,186.0,88,15.81,307.1,86,13.82,8.4,11,2.27,0,0,699.1,707.5,64.65,66.92,263,274,0.0
IA,98,415,0,0,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11.0,9,2.97,0,0,595.1,606.1,61.519999999999996,64.49,279,288,0.0
WV,121,415,0,0,0,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,0,399.5,410.2,36.05,38.94,305,308,0.0
